id,name,category,amount,signup_date
2963,Customer 2963,EAST,-999999,2024-01-15
2964,  Customer 2964  ,North,"1,000",2024-01-15
2965,Customer 2965,West,-999999,2024-01-15
2966,Customer 2966,EAST,"1,000",2024-01-15
2967,Customer 2967,unknown,10,2024-01-15
2968,Customer 2968,North,-999999,31/02/2024
2969,Customer 2969,South,10,2024-01-15
2970,Customer 2970,West,20,2024-01-15
2971,Customer 2971,unknown,-999999,2024-01-15
2972,Customer 2972,east,-999999,2024-01-15
2973,Customer 2973,east,20,2024-01-15
2974,Customer 2974,South,"1,000",2024-01-15
2975,Customer 2975,West,"1,000",31/02/2024
2976,Customer 2976,West,20,2024-01-15
2977,  Customer 2977  ,South,20,2024-01-15
2978,Customer 2978,South,"1,000",2024-01-15
2979,Customer 2979,North,20,2024-01-15
2980,Customer 2980,EAST,20,2024-01-15
2981,Customer 2981,EAST,"1,000",2024-01-15
2982,Customer 2982,EAST,N/A,31/02/2024
2983,Customer 2983,West,-999999,2024-01-15
2984,Customer 2984,EAST,10,2024-01-15
2985,Customer 2985,unknown,20,2024-01-15
2986,Customer 2986,east,-999999,2024-01-15
2987,Customer 2987,North,"1,000",2024-01-15
2988,Customer 2988,east,"1,000",2024-01-15
2989,Customer 2989,West,10,31/02/2024
2990,  Customer 2990  ,EAST,20,2024-01-15
2991,Customer 2991,South,N/A,2024-01-15
2992,Customer 2992,EAST,"1,000",2024-01-15
2993,Customer 2993,West,"1,000",2024-01-15
2994,Customer 2994,east,N/A,2024-01-15
2995,Customer 2995,unknown,10,2024-01-15
2996,Customer 2996,unknown,10,31/02/2024
2997,Customer 2997,EAST,N/A,2024-01-15
2998,Customer 2998,east,-999999,2024-01-15
2999,Customer 2999,unknown,-999999,2024-01-15
2999,Customer 3000,EAST,"1,000",2024-01-15
3001,Customer 3001,EAST,-999999,2024-01-15
3002,Customer 3002,North,"1,000",2024-01-15
3003,  Customer 3003  ,EAST,10,31/02/2024
3004,Customer 3004,South,N/A,2024-01-15
3005,Customer 3005,North,10,2024-01-15
3006,Customer 3006,North,N/A,2024-01-15
3007,Customer 3007,unknown,20,2024-01-15
3008,Customer 3008,North,-999999,2024-01-15
3009,Customer 3009,South,20,2024-01-15
3010,Customer 3010,unknown,-999999,31/02/2024
3011,Customer 3011,South,10,2024-01-15
3012,Customer 3012,EAST,N/A,2024-01-15
3013,Customer 3013,South,N/A,2024-01-15
3014,Customer 3014,North,20,2024-01-15
3015,Customer 3015,unknown,N/A,2024-01-15
3016,  Customer 3016  ,West,-999999,2024-01-15
3017,Customer 3017,EAST,"1,000",31/02/2024
3018,Customer 3018,east,"1,000",2024-01-15
3019,Customer 3019,North,20,2024-01-15
3020,Customer 3020,EAST,N/A,2024-01-15
3021,Customer 3021,South,20,2024-01-15
3022,Customer 3022,South,20,2024-01-15
3023,Customer 3023,North,N/A,2024-01-15
3024,Customer 3024,South,N/A,31/02/2024
3025,Customer 3025,unknown,-999999,2024-01-15
3026,Customer 3026,east,"1,000",2024-01-15
3027,Customer 3027,EAST,20,2024-01-15
3028,Customer 3028,unknown,-999999,2024-01-15
3029,  Customer 3029  ,east,10,2024-01-15
3030,Customer 3030,east,"1,000",2024-01-15
3031,Customer 3031,North,20,31/02/2024
3032,Customer 3032,West,"1,000",2024-01-15
3033,Customer 3033,EAST,20,2024-01-15
3034,Customer 3034,South,"1,000",2024-01-15
3035,Customer 3035,EAST,N/A,2024-01-15
3036,Customer 3036,east,20,2024-01-15
3037,Customer 3037,east,N/A,2024-01-15
3038,Customer 3038,South,10,31/02/2024
3039,Customer 3039,east,20,2024-01-15
3040,Customer 3040,unknown,20,2024-01-15
3041,Customer 3041,North,10,2024-01-15
3042,  Customer 3042  ,EAST,10,2024-01-15
3043,Customer 3043,South,N/A,2024-01-15
3044,Customer 3044,unknown,"1,000",2024-01-15
3045,Customer 3045,unknown,10,31/02/2024
3046,Customer 3046,West,10,2024-01-15
3047,Customer 3047,South,20,2024-01-15
3048,Customer 3048,North,20,2024-01-15
3049,Customer 3049,South,-999999,2024-01-15
3050,Customer 3050,EAST,20,2024-01-15
3051,Customer 3051,North,N/A,2024-01-15
3052,Customer 3052,West,-999999,31/02/2024
3053,Customer 3053,east,"1,000",2024-01-15
3054,Customer 3054,West,N/A,2024-01-15
3055,  Customer 3055  ,West,20,2024-01-15
3056,Customer 3056,West,"1,000",2024-01-15
3057,Customer 3057,South,10,2024-01-15
3058,Customer 3058,EAST,10,2024-01-15
3059,Customer 3059,South,-999999,31/02/2024
3060,Customer 3060,east,"1,000",2024-01-15
3061,Customer 3061,unknown,10,2024-01-15
3062,Customer 3062,South,N/A,2024-01-15
3063,Customer 3063,unknown,N/A,2024-01-15
3064,Customer 3064,east,-999999,2024-01-15
3065,Customer 3065,North,10,2024-01-15
3066,Customer 3066,east,10,31/02/2024
3067,Customer 3067,South,"1,000",2024-01-15
3068,  Customer 3068  ,east,10,2024-01-15
3069,Customer 3069,North,20,2024-01-15
3070,Customer 3070,North,10,2024-01-15
3071,Customer 3071,South,N/A,2024-01-15
3072,Customer 3072,unknown,10,2024-01-15
3073,Customer 3073,EAST,N/A,31/02/2024
3074,Customer 3074,unknown,"1,000",2024-01-15
3075,Customer 3075,east,-999999,2024-01-15
3076,Customer 3076,North,"1,000",2024-01-15
3077,Customer 3077,South,20,2024-01-15
3078,Customer 3078,unknown,N/A,2024-01-15
3079,Customer 3079,east,10,2024-01-15
3080,Customer 3080,east,20,31/02/2024
3081,  Customer 3081  ,EAST,20,2024-01-15
3082,Customer 3082,EAST,-999999,2024-01-15
3083,Customer 3083,West,N/A,2024-01-15
3084,Customer 3084,North,"1,000",2024-01-15
3085,Customer 3085,South,20,2024-01-15
3086,Customer 3086,South,10,2024-01-15
3087,Customer 3087,unknown,10,31/02/2024
3088,Customer 3088,West,N/A,2024-01-15
3089,Customer 3089,North,N/A,2024-01-15
3090,Customer 3090,West,10,2024-01-15
3091,Customer 3091,east,"1,000",2024-01-15
3092,Customer 3092,West,20,2024-01-15
3093,Customer 3093,unknown,N/A,2024-01-15
3094,  Customer 3094  ,North,N/A,31/02/2024
3095,Customer 3095,unknown,20,2024-01-15
3096,Customer 3096,South,-999999,2024-01-15
3097,Customer 3097,South,-999999,2024-01-15
3098,Customer 3098,North,20,2024-01-15
3099,Customer 3099,North,-999999,2024-01-15
3100,Customer 3100,South,-999999,2024-01-15
3101,Customer 3101,South,"1,000",31/02/2024
3102,Customer 3102,east,N/A,2024-01-15
3103,Customer 3103,West,"1,000",2024-01-15
3104,Customer 3104,EAST,"1,000",2024-01-15
3105,Customer 3105,North,-999999,2024-01-15
3106,Customer 3106,unknown,10,2024-01-15
3107,  Customer 3107  ,EAST,N/A,2024-01-15
3108,Customer 3108,unknown,-999999,31/02/2024
3109,Customer 3109,South,-999999,2024-01-15
3110,Customer 3110,east,"1,000",2024-01-15
3111,Customer 3111,unknown,20,2024-01-15
3112,Customer 3112,east,N/A,2024-01-15
3113,Customer 3113,West,20,2024-01-15
3114,Customer 3114,unknown,10,2024-01-15
3115,Customer 3115,east,-999999,31/02/2024
3116,Customer 3116,North,N/A,2024-01-15
3117,Customer 3117,South,20,2024-01-15
3118,Customer 3118,EAST,N/A,2024-01-15
3119,Customer 3119,West,N/A,2024-01-15
3120,  Customer 3120  ,North,10,2024-01-15
3121,Customer 3121,South,-999999,2024-01-15
3122,Customer 3122,EAST,-999999,31/02/2024
3123,Customer 3123,South,"1,000",2024-01-15
3124,Customer 3124,east,N/A,2024-01-15
3125,Customer 3125,South,"1,000",2024-01-15
3126,Customer 3126,North,N/A,2024-01-15
3127,Customer 3127,South,N/A,2024-01-15
3128,Customer 3128,east,N/A,2024-01-15
3129,Customer 3129,North,20,31/02/2024
3130,Customer 3130,South,-999999,2024-01-15
3131,Customer 3131,South,-999999,2024-01-15
3132,Customer 3132,West,"1,000",2024-01-15
3133,  Customer 3133  ,EAST,10,2024-01-15
3134,Customer 3134,EAST,10,2024-01-15
3135,Customer 3135,EAST,20,2024-01-15
3136,Customer 3136,West,N/A,31/02/2024
3137,Customer 3137,EAST,"1,000",2024-01-15
3138,Customer 3138,South,"1,000",2024-01-15
3139,Customer 3139,unknown,10,2024-01-15
3140,Customer 3140,South,"1,000",2024-01-15
3141,Customer 3141,EAST,20,2024-01-15
3142,Customer 3142,EAST,-999999,2024-01-15
3143,Customer 3143,east,N/A,31/02/2024
3144,Customer 3144,North,"1,000",2024-01-15
3145,Customer 3145,West,"1,000",2024-01-15
3146,  Customer 3146  ,North,N/A,2024-01-15
3147,Customer 3147,unknown,-999999,2024-01-15
3148,Customer 3148,EAST,"1,000",2024-01-15
3149,Customer 3149,South,20,2024-01-15
3150,Customer 3150,east,"1,000",31/02/2024
3151,Customer 3151,EAST,10,2024-01-15
3152,Customer 3152,unknown,10,2024-01-15
3153,Customer 3153,EAST,-999999,2024-01-15
3154,Customer 3154,EAST,10,2024-01-15
3155,Customer 3155,West,10,2024-01-15
3156,Customer 3156,South,10,2024-01-15
3157,Customer 3157,EAST,N/A,31/02/2024
3158,Customer 3158,unknown,"1,000",2024-01-15
3159,  Customer 3159  ,east,N/A,2024-01-15
3160,Customer 3160,South,N/A,2024-01-15
3161,Customer 3161,South,-999999,2024-01-15
3162,Customer 3162,unknown,20,2024-01-15
3163,Customer 3163,West,-999999,2024-01-15
3164,Customer 3164,South,10,31/02/2024
3165,Customer 3165,West,20,2024-01-15
3166,Customer 3166,West,20,2024-01-15
3167,Customer 3167,South,N/A,2024-01-15
3168,Customer 3168,South,10,2024-01-15
3169,Customer 3169,North,-999999,2024-01-15
3170,Customer 3170,east,"1,000",2024-01-15
3171,Customer 3171,unknown,"1,000",31/02/2024
3172,  Customer 3172  ,east,N/A,2024-01-15
3173,Customer 3173,South,-999999,2024-01-15
3174,Customer 3174,EAST,N/A,2024-01-15
3175,Customer 3175,South,10,2024-01-15
3176,Customer 3176,South,-999999,2024-01-15
3177,Customer 3177,unknown,N/A,2024-01-15
3178,Customer 3178,North,N/A,31/02/2024
3179,Customer 3179,West,-999999,2024-01-15
3180,Customer 3180,EAST,-999999,2024-01-15
3181,Customer 3181,North,N/A,2024-01-15
3182,Customer 3182,EAST,-999999,2024-01-15
3183,Customer 3183,east,20,2024-01-15
3184,Customer 3184,West,10,2024-01-15
3185,  Customer 3185  ,EAST,N/A,31/02/2024
3186,Customer 3186,east,20,2024-01-15
3187,Customer 3187,east,-999999,2024-01-15
3188,Customer 3188,West,-999999,2024-01-15
3189,Customer 3189,South,10,2024-01-15
3190,Customer 3190,unknown,20,2024-01-15
3191,Customer 3191,South,10,2024-01-15
3192,Customer 3192,east,N/A,31/02/2024
3193,Customer 3193,West,20,2024-01-15
3194,Customer 3194,EAST,20,2024-01-15
3195,Customer 3195,east,N/A,2024-01-15
3196,Customer 3196,unknown,10,2024-01-15
3197,Customer 3197,EAST,20,2024-01-15
3198,  Customer 3198  ,east,"1,000",2024-01-15
3199,Customer 3199,unknown,N/A,31/02/2024
3200,Customer 3200,West,"1,000",2024-01-15
3201,Customer 3201,east,-999999,2024-01-15
3202,Customer 3202,east,"1,000",2024-01-15
3203,Customer 3203,North,-999999,2024-01-15
3204,Customer 3204,North,10,2024-01-15
3205,Customer 3205,east,"1,000",2024-01-15
3206,Customer 3206,South,N/A,31/02/2024
3207,Customer 3207,West,-999999,2024-01-15
3208,Customer 3208,South,"1,000",2024-01-15
3209,Customer 3209,east,20,2024-01-15
3210,Customer 3210,EAST,10,2024-01-15
3211,  Customer 3211  ,unknown,-999999,2024-01-15
3212,Customer 3212,east,"1,000",2024-01-15
3213,Customer 3213,West,N/A,31/02/2024
3214,Customer 3214,North,-999999,2024-01-15
3215,Customer 3215,South,-999999,2024-01-15
3216,Customer 3216,EAST,20,2024-01-15
3217,Customer 3217,West,10,2024-01-15
3218,Customer 3218,West,N/A,2024-01-15
3219,Customer 3219,North,"1,000",2024-01-15
3220,Customer 3220,North,10,31/02/2024
3221,Customer 3221,South,N/A,2024-01-15
3222,Customer 3222,North,-999999,2024-01-15
3223,Customer 3223,North,20,2024-01-15
3224,  Customer 3224  ,South,-999999,2024-01-15
3225,Customer 3225,unknown,10,2024-01-15
3226,Customer 3226,North,-999999,2024-01-15
3227,Customer 3227,South,10,31/02/2024
3228,Customer 3228,South,-999999,2024-01-15
3229,Customer 3229,EAST,-999999,2024-01-15
3230,Customer 3230,east,-999999,2024-01-15
3231,Customer 3231,West,10,2024-01-15
3232,Customer 3232,West,N/A,2024-01-15
3233,Customer 3233,West,10,2024-01-15
3234,Customer 3234,unknown,10,31/02/2024
3235,Customer 3235,West,"1,000",2024-01-15
3236,Customer 3236,east,"1,000",2024-01-15
3237,  Customer 3237  ,South,10,2024-01-15
3238,Customer 3238,unknown,"1,000",2024-01-15
3239,Customer 3239,South,"1,000",2024-01-15
3240,Customer 3240,EAST,10,2024-01-15
3241,Customer 3241,South,10,31/02/2024
3242,Customer 3242,unknown,N/A,2024-01-15
3243,Customer 3243,West,-999999,2024-01-15
3244,Customer 3244,West,10,2024-01-15
3245,Customer 3245,east,-999999,2024-01-15
3246,Customer 3246,South,N/A,2024-01-15
3247,Customer 3247,EAST,-999999,2024-01-15
3248,Customer 3248,EAST,10,31/02/2024
3249,Customer 3249,North,N/A,2024-01-15
3250,  Customer 3250  ,east,10,2024-01-15
3251,Customer 3251,West,20,2024-01-15
3252,Customer 3252,EAST,"1,000",2024-01-15
3253,Customer 3253,EAST,10,2024-01-15
3254,Customer 3254,unknown,10,2024-01-15
3255,Customer 3255,North,"1,000",31/02/2024
3256,Customer 3256,North,20,2024-01-15
3257,Customer 3257,West,-999999,2024-01-15
3258,Customer 3258,West,-999999,2024-01-15
3259,Customer 3259,West,N/A,2024-01-15
3260,Customer 3260,South,10,2024-01-15
3261,Customer 3261,EAST,-999999,2024-01-15
3262,Customer 3262,east,"1,000",31/02/2024
3263,  Customer 3263  ,West,20,2024-01-15
3264,Customer 3264,South,10,2024-01-15
3265,Customer 3265,West,N/A,2024-01-15
3266,Customer 3266,EAST,10,2024-01-15
3267,Customer 3267,EAST,"1,000",2024-01-15
3268,Customer 3268,South,20,2024-01-15
3269,Customer 3269,EAST,N/A,31/02/2024
3270,Customer 3270,east,-999999,2024-01-15
3271,Customer 3271,EAST,"1,000",2024-01-15
3272,Customer 3272,east,"1,000",2024-01-15
3273,Customer 3273,unknown,-999999,2024-01-15
3274,Customer 3274,West,"1,000",2024-01-15
3275,Customer 3275,North,10,2024-01-15
3276,  Customer 3276  ,West,20,31/02/2024
3277,Customer 3277,South,20,2024-01-15
3278,Customer 3278,unknown,"1,000",2024-01-15
3279,Customer 3279,EAST,N/A,2024-01-15
3280,Customer 3280,North,"1,000",2024-01-15
3281,Customer 3281,North,10,2024-01-15
3282,Customer 3282,unknown,20,2024-01-15
3283,Customer 3283,South,N/A,31/02/2024
3284,Customer 3284,West,20,2024-01-15
3285,Customer 3285,West,20,2024-01-15
3286,Customer 3286,West,10,2024-01-15
3287,Customer 3287,North,20,2024-01-15
3288,Customer 3288,unknown,N/A,2024-01-15
3289,  Customer 3289  ,West,N/A,2024-01-15
3290,Customer 3290,east,N/A,31/02/2024
3291,Customer 3291,east,-999999,2024-01-15
3292,Customer 3292,North,20,2024-01-15
3293,Customer 3293,West,"1,000",2024-01-15
3294,Customer 3294,South,-999999,2024-01-15
3295,Customer 3295,EAST,20,2024-01-15
3296,Customer 3296,South,10,2024-01-15
3297,Customer 3297,east,10,31/02/2024
3298,Customer 3298,South,N/A,2024-01-15
3299,Customer 3299,unknown,-999999,2024-01-15
3300,Customer 3300,South,20,2024-01-15
3301,Customer 3301,unknown,-999999,2024-01-15
3302,  Customer 3302  ,South,"1,000",2024-01-15
3303,Customer 3303,West,-999999,2024-01-15
3304,Customer 3304,North,-999999,31/02/2024
3305,Customer 3305,West,20,2024-01-15
3306,Customer 3306,unknown,10,2024-01-15
3307,Customer 3307,North,20,2024-01-15
3308,Customer 3308,east,10,2024-01-15
3309,Customer 3309,West,20,2024-01-15
3310,Customer 3310,West,-999999,2024-01-15
3311,Customer 3311,South,N/A,31/02/2024
3312,Customer 3312,unknown,"1,000",2024-01-15
3313,Customer 3313,South,20,2024-01-15
3314,Customer 3314,South,"1,000",2024-01-15
3315,  Customer 3315  ,unknown,-999999,2024-01-15
3316,Customer 3316,EAST,10,2024-01-15
3317,Customer 3317,east,20,2024-01-15
3318,Customer 3318,east,N/A,31/02/2024
3319,Customer 3319,South,-999999,2024-01-15
3320,Customer 3320,unknown,"1,000",2024-01-15
3321,Customer 3321,unknown,10,2024-01-15
3322,Customer 3322,unknown,20,2024-01-15
3323,Customer 3323,east,20,2024-01-15
3324,Customer 3324,unknown,20,2024-01-15
3325,Customer 3325,unknown,-999999,31/02/2024
3326,Customer 3326,unknown,N/A,2024-01-15
3327,Customer 3327,east,20,2024-01-15
3328,  Customer 3328  ,EAST,-999999,2024-01-15
3329,Customer 3329,EAST,20,2024-01-15
3330,Customer 3330,unknown,"1,000",2024-01-15
3331,Customer 3331,east,"1,000",2024-01-15
3332,Customer 3332,South,10,31/02/2024
3333,Customer 3333,West,20,2024-01-15
3334,Customer 3334,EAST,20,2024-01-15
3335,Customer 3335,West,10,2024-01-15
3336,Customer 3336,EAST,10,2024-01-15
3337,Customer 3337,West,-999999,2024-01-15
3338,Customer 3338,West,-999999,2024-01-15
3339,Customer 3339,North,-999999,31/02/2024
3340,Customer 3340,North,20,2024-01-15
3341,  Customer 3341  ,South,-999999,2024-01-15
3342,Customer 3342,unknown,"1,000",2024-01-15
3343,Customer 3343,EAST,20,2024-01-15
3344,Customer 3344,unknown,"1,000",2024-01-15
3345,Customer 3345,unknown,"1,000",2024-01-15
3346,Customer 3346,West,"1,000",31/02/2024
3347,Customer 3347,EAST,"1,000",2024-01-15
3348,Customer 3348,unknown,N/A,2024-01-15
3349,Customer 3349,EAST,10,2024-01-15
3350,Customer 3350,West,N/A,2024-01-15
3351,Customer 3351,east,N/A,2024-01-15
3352,Customer 3352,EAST,20,2024-01-15
3353,Customer 3353,South,"1,000",31/02/2024
3354,  Customer 3354  ,North,20,2024-01-15
3355,Customer 3355,North,20,2024-01-15
3356,Customer 3356,unknown,N/A,2024-01-15
3357,Customer 3357,unknown,-999999,2024-01-15
3358,Customer 3358,EAST,20,2024-01-15
3359,Customer 3359,North,N/A,2024-01-15
3360,Customer 3360,east,-999999,31/02/2024
3361,Customer 3361,EAST,-999999,2024-01-15
3362,Customer 3362,South,-999999,2024-01-15
3363,Customer 3363,east,10,2024-01-15
3364,Customer 3364,South,20,2024-01-15
3365,Customer 3365,east,20,2024-01-15
3366,Customer 3366,unknown,"1,000",2024-01-15
3367,  Customer 3367  ,West,N/A,31/02/2024
3368,Customer 3368,EAST,"1,000",2024-01-15
3369,Customer 3369,unknown,-999999,2024-01-15
3370,Customer 3370,east,N/A,2024-01-15
3371,Customer 3371,east,N/A,2024-01-15
3372,Customer 3372,EAST,20,2024-01-15
3373,Customer 3373,unknown,-999999,2024-01-15
3374,Customer 3374,North,N/A,31/02/2024
3375,Customer 3375,South,"1,000",2024-01-15
3376,Customer 3376,unknown,10,2024-01-15
3377,Customer 3377,South,20,2024-01-15
3378,Customer 3378,South,N/A,2024-01-15
3379,Customer 3379,EAST,"1,000",2024-01-15
3380,  Customer 3380  ,east,-999999,2024-01-15
3381,Customer 3381,EAST,10,31/02/2024
3382,Customer 3382,South,N/A,2024-01-15
3383,Customer 3383,North,N/A,2024-01-15
3384,Customer 3384,EAST,20,2024-01-15
3385,Customer 3385,EAST,20,2024-01-15
3386,Customer 3386,West,"1,000",2024-01-15
3387,Customer 3387,North,"1,000",2024-01-15
3388,Customer 3388,South,-999999,31/02/2024
3389,Customer 3389,South,10,2024-01-15
3390,Customer 3390,North,-999999,2024-01-15
3391,Customer 3391,West,-999999,2024-01-15
3392,Customer 3392,unknown,"1,000",2024-01-15
3393,  Customer 3393  ,EAST,20,2024-01-15
3394,Customer 3394,West,-999999,2024-01-15
3395,Customer 3395,South,10,31/02/2024
3396,Customer 3396,east,10,2024-01-15
3397,Customer 3397,West,10,2024-01-15
3398,Customer 3398,South,-999999,2024-01-15
3399,Customer 3399,EAST,-999999,2024-01-15
3400,Customer 3400,unknown,20,2024-01-15
3401,Customer 3401,West,20,2024-01-15
3402,Customer 3402,east,10,31/02/2024
3403,Customer 3403,EAST,20,2024-01-15
3404,Customer 3404,unknown,N/A,2024-01-15
3405,Customer 3405,West,20,2024-01-15
3406,  Customer 3406  ,West,-999999,2024-01-15
3407,Customer 3407,EAST,"1,000",2024-01-15
3408,Customer 3408,South,10,2024-01-15
3409,Customer 3409,North,20,31/02/2024
3410,Customer 3410,EAST,N/A,2024-01-15
3411,Customer 3411,South,10,2024-01-15
3412,Customer 3412,EAST,10,2024-01-15
3413,Customer 3413,West,N/A,2024-01-15
3414,Customer 3414,east,20,2024-01-15
3415,Customer 3415,South,20,2024-01-15
3416,Customer 3416,West,N/A,31/02/2024
3417,Customer 3417,unknown,20,2024-01-15
3418,Customer 3418,EAST,N/A,2024-01-15
3419,  Customer 3419  ,South,"1,000",2024-01-15
3420,Customer 3420,South,"1,000",2024-01-15
3421,Customer 3421,South,10,2024-01-15
3422,Customer 3422,EAST,"1,000",2024-01-15
3423,Customer 3423,east,N/A,31/02/2024
3424,Customer 3424,North,-999999,2024-01-15
3425,Customer 3425,North,-999999,2024-01-15
3426,Customer 3426,EAST,20,2024-01-15
3427,Customer 3427,east,20,2024-01-15
3428,Customer 3428,South,N/A,2024-01-15
3429,Customer 3429,unknown,10,2024-01-15
3430,Customer 3430,EAST,-999999,31/02/2024
3431,Customer 3431,east,N/A,2024-01-15
3432,  Customer 3432  ,West,N/A,2024-01-15
3433,Customer 3433,unknown,"1,000",2024-01-15
3434,Customer 3434,South,"1,000",2024-01-15
3435,Customer 3435,South,"1,000",2024-01-15
3436,Customer 3436,EAST,20,2024-01-15
3437,Customer 3437,South,10,31/02/2024
3438,Customer 3438,east,N/A,2024-01-15
3439,Customer 3439,EAST,"1,000",2024-01-15
3440,Customer 3440,unknown,N/A,2024-01-15
3441,Customer 3441,North,-999999,2024-01-15
3442,Customer 3442,unknown,-999999,2024-01-15
3443,Customer 3443,South,-999999,2024-01-15
3444,Customer 3444,EAST,10,31/02/2024
3445,  Customer 3445  ,South,-999999,2024-01-15
3446,Customer 3446,West,N/A,2024-01-15
3447,Customer 3447,South,-999999,2024-01-15
3448,Customer 3448,unknown,"1,000",2024-01-15
3449,Customer 3449,unknown,-999999,2024-01-15
3450,Customer 3450,South,10,2024-01-15
3451,Customer 3451,east,-999999,31/02/2024
